id;texto;anotacao
1.02373588860867E+018;"a campanha sobre consciência ambiental e canudo é tudo muito lindo, mas é muito marketing por trás das empresas pra culpar a sociedade civil sobre um crime que eles cometem. jogaram nas nossas costas o erro deles; aquecimento global"; 
1.01416548137951E+018;o verão em portugal está numa de aquecimento global com efeito de estufa ou está numa de arrefecimento global. the summer in portugal is in a global warming with greenhouse effect or is in a global cooling.; 
1.01854704456118E+018;@sonofviriathus @cobainsbaee então nos séculos mais quentes não há aquecimento global. certo?; 
1.02155441751711E+018;@jsantos1908 idiota, falou o cara que acha que aquecimento global não existe kkkk; 
1.02428329123771E+018;quebre uma mesa transando em cima dela e culpe o aquecimento global; 
1.01351168392553E+018;@jellyuju esse comeback veio pra acabar com o aquecimento global; 
1.02179735323643E+018;essa onda de calor na europa prova o aquecimento global??; 
1.01462353476373E+018;"""aquecimento global é uma mentira é falta de sacrifício"";"" ";
1.01598076686459E+018;@byancagoms mas aí é de madrugada, eu não tenho culpa de existir aquecimento global e o tempo mudar do nada; 
1.02121953294443E+018;2018 ! expectativa:  intelig. artificial, multi-universos,viagem no tempo, genética molecular, clonagem, viagens espaciais, teletransporte... realidade: terra plana ,anti-vacinas, nazismo de esquerda, holocausto não existiu, agrotóxicos não faz mal, não existe aquecimento global...; 
1.02251599500775E+018;a mudança climática: uma corrida que ainda podemos ganhar.; 
1.01983433856796E+018;o sol está mais perto da terra a cada dia, o aquecimento global está derretendo as geleiras, e a poluição chegou a antártida, a poluição está destruindo a nossa camada de ozônio, a água potável está ficando escassa, os agrotóxicos castigando a terra e os lençóis freáticos ...; 
1.02395924782925E+018;mas não tem aquecimento global não, pode acreditar, é tudo invenção; 
1.01722409243141E+018;cade a porra do aquecimento global???; 
1.02171292767248E+018;adicionei um vídeo a uma playlist @youtube efeito estufa é ruim para o planeta | quer que desenhe |; 
1.01667815268751E+018;aumento do #desmatamento é destaque em artigo publicado por pesquisadores brasileiros em @natureclimate , indicando a possibilidade de o brasil não cumprir com o compromisso assumido no acordo de paris, contra o aquecimento global. https://t.co/i87fvbguab; 
1.01778761541895E+018;um frio desses e ces vem me fala que existe aquecimento global; 
1.02225820131464E+018;@diogogarces21 está a tocar no facto do trump não acreditar no aquecimento global acho; 
1.01709581961341E+018;e olha que eu não acredito nem fudendo em aquecimento global antropogenico; 
1.01744832626502E+018;o aquecimento global pode comprometer a produção de chocolate. no el niño de 2015-16, a mortalidade dos cacaueiros baianos subiu 15% e a produtividade despencou 90% em certas regiões. com o aquecimento, calor e a seca se acentuarão no futuro.; 
1.0159565234058E+018;@exame beleza, aquecimento global continuará. já estou assando minha picanha.; 
